Request id,Pickup point,Driver id,Status,Request,Hrs,Min,Sec,Drop timestamp,Timeslot,Demand,Supply,Gap
1889,City,69,Trip Completed,12-07-2016 00:00,10,14,0,12-07-2016 11:18,Morning,Demand,Supply,
2046,Airport,69,Trip Completed,12-07-2016 00:00,14,40,0,12-07-2016 15:22,Afternoon,Demand,Supply,
2664,Airport,69,Trip Completed,12-07-2016 00:00,23,26,0,13-07-2016 00:01,Night,Demand,Supply,
2936,City,69,Trip Completed,13-07-2016 00:00,6,28,33,13-07-2016 07:42,Early Morning,Demand,Supply,
3740,Airport,69,Trip Completed,13-07-2016 00:00,20,22,6,13-07-2016 20:55,Evening,Demand,Supply,
4482,Airport,69,Trip Completed,14-07-2016 00:00,8,53,30,14-07-2016 09:52,Morning,Demand,Supply,
4718,City,69,Trip Completed,14-07-2016 00:00,13,41,23,14-07-2016 14:20,Afternoon,Demand,Supply,
4908,Airport,69,Trip Completed,14-07-2016 00:00,18,5,13,14-07-2016 18:34,Evening,Demand,Supply,
6278,Airport,69,Trip Completed,15-07-2016 00:00,18,13,31,15-07-2016 18:55,Evening,Demand,Supply,
514,City,70,Trip Completed,11-07-2016 00:00,9,45,0,11-07-2016 10:56,Morning,Demand,Supply,
703,City,70,Trip Completed,11-07-2016 00:00,14,11,0,11-07-2016 14:44,Afternoon,Demand,Supply,
947,City,70,Trip Completed,11-07-2016 00:00,18,37,0,11-07-2016 19:04,Evening,Demand,Supply,
2252,City,70,Trip Completed,12-07-2016 00:00,18,26,0,12-07-2016 19:00,Evening,Demand,Supply,
2896,City,70,Trip Completed,13-07-2016 00:00,5,59,51,13-07-2016 07:13,Early Morning,Demand,Supply,
3583,Airport,70,Trip Completed,13-07-2016 00:00,18,31,39,13-07-2016 19:25,Evening,Demand,Supply,
4263,Airport,70,Trip Completed,14-07-2016 00:00,6,10,32,14-07-2016 07:25,Early Morning,Demand,Supply,
4398,City,70,Trip Completed,14-07-2016 00:00,8,3,25,14-07-2016 09:01,Morning,Demand,Supply,
5029,City,70,Trip Completed,14-07-2016 00:00,19,16,39,14-07-2016 19:49,Evening,Demand,Supply,
5554,Airport,70,Trip Completed,15-07-2016 00:00,5,37,40,15-07-2016 06:10,Early Morning,Demand,Supply,
5746,City,70,Trip Completed,15-07-2016 00:00,7,52,17,15-07-2016 08:33,Morning,Demand,Supply,
5986,Airport,70,Trip Completed,15-07-2016 00:00,11,35,4,15-07-2016 12:30,Morning,Demand,Supply,
6140,Airport,70,Trip Completed,15-07-2016 00:00,15,54,52,15-07-2016 16:59,Afternoon,Demand,Supply,
6554,City,70,Trip Completed,15-07-2016 00:00,20,58,9,15-07-2016 21:56,Evening,Demand,Supply,
467,City,71,Trip Completed,11-07-2016 00:00,9,20,0,11-07-2016 10:17,Morning,Demand,Supply,
615,City,71,Trip Completed,11-07-2016 00:00,11,54,0,11-07-2016 12:43,Morning,Demand,Supply,
801,Airport,71,Trip Completed,11-07-2016 00:00,17,11,0,11-07-2016 18:24,Afternoon,Demand,Supply,
1587,Airport,71,Trip Completed,12-07-2016 00:00,6,31,0,12-07-2016 07:42,Early Morning,Demand,Supply,
1925,City,71,Trip Completed,12-07-2016 00:00,11,6,0,12-07-2016 11:51,Morning,Demand,Supply,
2527,City,71,Trip Completed,12-07-2016 00:00,21,11,0,12-07-2016 21:53,Night,Demand,Supply,
3065,Airport,71,Trip Completed,13-07-2016 00:00,7,55,48,13-07-2016 08:26,Morning,Demand,Supply,
5031,Airport,71,Trip Completed,14-07-2016 00:00,19,12,52,14-07-2016 19:55,Evening,Demand,Supply,
160,Airport,72,Trip Completed,11-07-2016 00:00,5,38,0,11-07-2016 06:34,Early Morning,Demand,Supply,
2029,City,72,Trip Completed,12-07-2016 00:00,14,16,0,12-07-2016 15:09,Afternoon,Demand,Supply,
2543,City,72,Trip Completed,12-07-2016 00:00,21,16,0,12-07-2016 21:53,Night,Demand,Supply,
2941,Airport,72,Trip Completed,13-07-2016 00:00,6,28,3,13-07-2016 07:19,Early Morning,Demand,Supply,
4766,City,72,Trip Completed,14-07-2016 00:00,15,40,51,14-07-2016 16:28,Afternoon,Demand,Supply,
5349,Airport,72,Trip Completed,14-07-2016 00:00,22,55,36,14-07-2016 23:22,Night,Demand,Supply,
5409,Airport,72,Trip Completed,15-07-2016 00:00,1,36,28,15-07-2016 02:46,Late Night,Demand,Supply,
6698,Airport,72,Trip Completed,15-07-2016 00:00,22,47,43,15-07-2016 23:51,Night,Demand,Supply,
81,Airport,73,Trip Completed,11-07-2016 00:00,4,47,0,11-07-2016 06:00,Early Morning,Demand,Supply,
370,City,73,Trip Completed,11-07-2016 00:00,8,6,0,11-07-2016 08:32,Morning,Demand,Supply,
799,Airport,73,Trip Completed,11-07-2016 00:00,17,7,0,11-07-2016 17:53,Afternoon,Demand,Supply,
1300,City,73,Trip Completed,11-07-2016 00:00,22,31,0,11-07-2016 22:56,Night,Demand,Supply,
1805,Airport,73,Trip Completed,12-07-2016 00:00,9,11,0,12-07-2016 10:03,Morning,Demand,Supply,
2410,City,73,Trip Completed,12-07-2016 00:00,20,5,0,12-07-2016 20:59,Evening,Demand,Supply,
2723,Airport,73,Trip Completed,13-07-2016 00:00,2,18,57,13-07-2016 03:10,Late Night,Demand,Supply,
3240,City,73,Trip Completed,13-07-2016 00:00,10,6,24,13-07-2016 10:35,Morning,Demand,Supply,
3424,City,73,Trip Completed,13-07-2016 00:00,15,48,23,13-07-2016 16:53,Afternoon,Demand,Supply,
4188,City,73,Trip Completed,14-07-2016 00:00,5,29,47,14-07-2016 05:59,Early Morning,Demand,Supply,
5617,City,73,Trip Completed,15-07-2016 00:00,6,25,50,15-07-2016 07:36,Early Morning,Demand,Supply,
5932,Airport,73,Trip Completed,15-07-2016 00:00,10,9,21,15-07-2016 11:21,Morning,Demand,Supply,
6699,City,73,Trip Completed,15-07-2016 00:00,22,47,7,15-07-2016 23:37,Night,Demand,Supply,
285,City,74,Trip Completed,11-07-2016 00:00,7,2,0,11-07-2016 07:40,Morning,Demand,Supply,
754,City,74,Trip Completed,11-07-2016 00:00,16,6,0,11-07-2016 16:53,Afternoon,Demand,Supply,
1449,Airport,74,Trip Completed,12-07-2016 00:00,4,53,0,12-07-2016 05:57,Early Morning,Demand,Supply,
2764,Airport,74,Trip Completed,13-07-2016 00:00,3,58,16,13-07-2016 04:42,Late Night,Demand,Supply,
2859,City,74,Trip Completed,13-07-2016 00:00,5,39,10,13-07-2016 06:37,Early Morning,Demand,Supply,
3036,Airport,74,Trip Completed,13-07-2016 00:00,7,36,39,13-07-2016 08:45,Morning,Demand,Supply,
3934,Airport,74,Trip Completed,13-07-2016 00:00,22,20,43,13-07-2016 23:25,Night,Demand,Supply,
4486,City,74,Trip Completed,14-07-2016 00:00,9,0,12,14-07-2016 09:39,Morning,Demand,Supply,
4996,City,74,Trip Completed,14-07-2016 00:00,18,52,5,14-07-2016 19:44,Evening,Demand,Supply,
5133,Airport,74,Trip Completed,14-07-2016 00:00,20,11,45,14-07-2016 20:45,Evening,Demand,Supply,
5887,City,74,Trip Completed,15-07-2016 00:00,9,39,16,15-07-2016 10:23,Morning,Demand,Supply,
6402,Airport,74,Trip Completed,15-07-2016 00:00,19,29,36,15-07-2016 20:41,Evening,Demand,Supply,
462,City,75,Trip Completed,11-07-2016 00:00,9,14,0,11-07-2016 10:30,Morning,Demand,Supply,
817,City,75,Trip Completed,11-07-2016 00:00,17,32,0,11-07-2016 18:23,Afternoon,Demand,Supply,
1790,Airport,75,Trip Completed,12-07-2016 00:00,9,6,0,12-07-2016 09:58,Morning,Demand,Supply,
2014,City,75,Trip Completed,12-07-2016 00:00,13,36,0,12-07-2016 14:09,Afternoon,Demand,Supply,
2165,City,75,Trip Completed,12-07-2016 00:00,17,31,0,12-07-2016 18:24,Afternoon,Demand,Supply,
2627,City,75,Trip Completed,12-07-2016 00:00,22,8,0,12-07-2016 22:56,Night,Demand,Supply,
2968,City,75,Trip Completed,13-07-2016 00:00,6,54,38,13-07-2016 07:28,Early Morning,Demand,Supply,
3282,Airport,75,Trip Completed,13-07-2016 00:00,10,47,18,13-07-2016 11:24,Morning,Demand,Supply,
3544,City,75,Trip Completed,13-07-2016 00:00,17,54,21,13-07-2016 19:01,Afternoon,Demand,Supply,
5552,Airport,75,Trip Completed,15-07-2016 00:00,5,33,21,15-07-2016 06:28,Early Morning,Demand,Supply,
6657,Airport,75,Trip Completed,15-07-2016 00:00,22,11,53,15-07-2016 23:13,Night,Demand,Supply,
88,Airport,76,Trip Completed,11-07-2016 00:00,4,54,0,11-07-2016 06:07,Early Morning,Demand,Supply,
201,City,76,Trip Completed,11-07-2016 00:00,6,9,0,11-07-2016 07:20,Early Morning,Demand,Supply,
847,Airport,76,Trip Completed,11-07-2016 00:00,17,49,0,11-07-2016 18:48,Afternoon,Demand,Supply,
1585,Airport,76,Trip Completed,12-07-2016 00:00,6,30,0,12-07-2016 07:27,Early Morning,Demand,Supply,
2116,City,76,Trip Completed,12-07-2016 00:00,16,33,0,12-07-2016 17:09,Afternoon,Demand,Supply,
2800,Airport,76,Trip Completed,13-07-2016 00:00,4,58,26,13-07-2016 05:27,Early Morning,Demand,Supply,
3066,City,76,Trip Completed,13-07-2016 00:00,7,57,3,13-07-2016 08:44,Morning,Demand,Supply,
3640,City,76,Trip Completed,13-07-2016 00:00,19,5,17,13-07-2016 19:46,Evening,Demand,Supply,
4162,City,76,Trip Completed,14-07-2016 00:00,5,6,45,14-07-2016 06:16,Early Morning,Demand,Supply,
4892,Airport,76,Trip Completed,14-07-2016 00:00,17,59,40,14-07-2016 19:08,Afternoon,Demand,Supply,
5038,City,76,Trip Completed,14-07-2016 00:00,19,20,13,14-07-2016 19:47,Evening,Demand,Supply,
6417,City,76,Trip Completed,15-07-2016 00:00,19,44,20,15-07-2016 20:44,Evening,Demand,Supply,
376,City,77,Trip Completed,11-07-2016 00:00,8,11,0,11-07-2016 08:49,Morning,Demand,Supply,
899,City,77,Trip Completed,11-07-2016 00:00,18,9,0,11-07-2016 19:16,Evening,Demand,Supply,
1112,Airport,77,Trip Completed,11-07-2016 00:00,20,15,0,11-07-2016 21:07,Evening,Demand,Supply,
1444,City,77,Trip Completed,12-07-2016 00:00,4,43,0,12-07-2016 05:56,Early Morning,Demand,Supply,
1993,City,77,Trip Completed,12-07-2016 00:00,12,50,0,12-07-2016 13:42,Morning,Demand,Supply,
2417,City,77,Trip Completed,12-07-2016 00:00,19,59,0,12-07-2016 21:22,Evening,Demand,Supply,
3318,City,77,Trip Completed,13-07-2016 00:00,12,25,28,13-07-2016 13:07,Morning,Demand,Supply,
3529,Airport,77,Trip Completed,13-07-2016 00:00,17,53,17,13-07-2016 18:36,Afternoon,Demand,Supply,
4322,Airport,77,Trip Completed,14-07-2016 00:00,7,4,32,14-07-2016 07:30,Morning,Demand,Supply,
5861,Airport,77,Trip Completed,15-07-2016 00:00,9,11,35,15-07-2016 10:26,Morning,Demand,Supply,
6519,City,77,Trip Completed,15-07-2016 00:00,20,44,17,15-07-2016 21:32,Evening,Demand,Supply,
34,City,78,Trip Completed,11-07-2016 00:00,2,20,0,11-07-2016 03:34,Late Night,Demand,Supply,
637,Airport,78,Trip Completed,11-07-2016 00:00,12,24,0,11-07-2016 13:31,Morning,Demand,Supply,
1005,City,78,Trip Completed,11-07-2016 00:00,19,7,0,11-07-2016 19:53,Evening,Demand,Supply,
1293,City,78,Trip Completed,11-07-2016 00:00,22,28,0,11-07-2016 23:24,Night,Demand,Supply,
1664,Airport,78,Trip Completed,12-07-2016 00:00,7,35,0,12-07-2016 08:45,Morning,Demand,Supply,
1915,City,78,Trip Completed,12-07-2016 00:00,10,45,0,12-07-2016 11:32,Morning,Demand,Supply,
3262,Airport,78,Trip Completed,13-07-2016 00:00,10,21,2,13-07-2016 11:08,Morning,Demand,Supply,
3546,City,78,Trip Completed,13-07-2016 00:00,18,2,46,13-07-2016 18:48,Evening,Demand,Supply,
3977,Airport,78,Trip Completed,13-07-2016 00:00,23,13,11,13-07-2016 23:50,Night,Demand,Supply,
4300,City,78,Trip Completed,14-07-2016 00:00,6,46,29,14-07-2016 07:59,Early Morning,Demand,Supply,
4680,City,78,Trip Completed,14-07-2016 00:00,12,48,45,14-07-2016 13:34,Morning,Demand,Supply,
4812,City,78,Trip Completed,14-07-2016 00:00,17,17,14,14-07-2016 18:20,Afternoon,Demand,Supply,
5972,Airport,78,Trip Completed,15-07-2016 00:00,11,6,13,15-07-2016 11:47,Morning,Demand,Supply,
645,City,79,Trip Completed,11-07-2016 00:00,12,39,0,11-07-2016 13:51,Morning,Demand,Supply,
732,Airport,79,Trip Completed,11-07-2016 00:00,15,18,0,11-07-2016 15:57,Afternoon,Demand,Supply,
1215,Airport,79,Trip Completed,11-07-2016 00:00,21,33,0,11-07-2016 22:28,Night,Demand,Supply,
1450,Airport,79,Trip Completed,12-07-2016 00:00,4,46,0,12-07-2016 05:46,Early Morning,Demand,Supply,
2044,Airport,79,Trip Completed,12-07-2016 00:00,14,39,0,12-07-2016 15:21,Afternoon,Demand,Supply,
2420,Airport,79,Trip Completed,12-07-2016 00:00,20,7,0,12-07-2016 21:04,Evening,Demand,Supply,
3944,City,79,Trip Completed,13-07-2016 00:00,22,33,8,13-07-2016 23:09,Night,Demand,Supply,
4369,City,79,Trip Completed,14-07-2016 00:00,7,37,30,14-07-2016 08:18,Morning,Demand,Supply,
5070,Airport,79,Trip Completed,14-07-2016 00:00,19,33,31,14-07-2016 20:45,Evening,Demand,Supply,
5822,Airport,79,Trip Completed,15-07-2016 00:00,8,53,59,15-07-2016 09:40,Morning,Demand,Supply,
6723,City,79,Trip Completed,15-07-2016 00:00,23,19,28,16-07-2016 00:08,Night,Demand,Supply,
3,Airport,80,Trip Completed,11-07-2016 00:00,0,24,0,11-07-2016 01:31,Late Night,Demand,Supply,
70,City,80,Trip Completed,11-07-2016 00:00,4,34,0,11-07-2016 05:30,Early Morning,Demand,Supply,
256,Airport,80,Trip Completed,11-07-2016 00:00,6,44,0,11-07-2016 07:38,Early Morning,Demand,Supply,
702,Airport,80,Trip Completed,11-07-2016 00:00,14,7,0,11-07-2016 14:50,Afternoon,Demand,Supply,
769,Airport,80,Trip Completed,11-07-2016 00:00,16,21,0,11-07-2016 17:25,Afternoon,Demand,Supply,
1277,City,80,Trip Completed,11-07-2016 00:00,22,4,0,11-07-2016 22:35,Night,Demand,Supply,
2062,Airport,80,Trip Completed,12-07-2016 00:00,15,0,0,12-07-2016 15:54,Afternoon,Demand,Supply,
2399,Airport,80,Trip Completed,12-07-2016 00:00,19,51,0,12-07-2016 20:35,Evening,Demand,Supply,
2645,Airport,80,Trip Completed,12-07-2016 00:00,22,46,0,12-07-2016 23:22,Night,Demand,Supply,
3468,City,80,Trip Completed,13-07-2016 00:00,17,8,17,13-07-2016 17:46,Afternoon,Demand,Supply,
3826,Airport,80,Trip Completed,13-07-2016 00:00,21,16,30,13-07-2016 21:51,Night,Demand,Supply,
5384,Airport,80,Trip Completed,14-07-2016 00:00,0,3,40,14-07-2016 01:03,Late Night,Demand,Supply,
6460,City,80,Trip Completed,15-07-2016 00:00,20,9,35,15-07-2016 20:52,Evening,Demand,Supply,
269,City,81,Trip Completed,11-07-2016 00:00,6,44,0,11-07-2016 07:43,Early Morning,Demand,Supply,
336,Airport,81,Trip Completed,11-07-2016 00:00,7,50,0,11-07-2016 08:44,Morning,Demand,Supply,
1241,Airport,81,Trip Completed,11-07-2016 00:00,21,38,0,11-07-2016 22:42,Night,Demand,Supply,
1651,Airport,81,Trip Completed,12-07-2016 00:00,7,21,0,12-07-2016 07:59,Morning,Demand,Supply,
1963,City,81,Trip Completed,12-07-2016 00:00,11,58,0,12-07-2016 13:01,Morning,Demand,Supply,
2368,City,81,Trip Completed,12-07-2016 00:00,19,32,0,12-07-2016 20:23,Evening,Demand,Supply,
3004,Airport,81,Trip Completed,13-07-2016 00:00,7,17,33,13-07-2016 08:26,Morning,Demand,Supply,
3310,City,81,Trip Completed,13-07-2016 00:00,11,55,29,13-07-2016 12:57,Morning,Demand,Supply,
3391,City,81,Trip Completed,13-07-2016 00:00,14,34,59,13-07-2016 15:50,Afternoon,Demand,Supply,
4194,Airport,81,Trip Completed,14-07-2016 00:00,5,27,3,14-07-2016 06:13,Early Morning,Demand,Supply,
5728,City,81,Trip Completed,15-07-2016 00:00,7,42,6,15-07-2016 08:45,Morning,Demand,Supply,
6091,City,81,Trip Completed,15-07-2016 00:00,14,37,20,15-07-2016 15:17,Afternoon,Demand,Supply,
6748,Airport,81,Trip Completed,15-07-2016 00:00,23,45,24,16-07-2016 00:51,Night,Demand,Supply,
286,City,82,Trip Completed,11-07-2016 00:00,6,58,0,11-07-2016 07:54,Early Morning,Demand,Supply,
547,Airport,82,Trip Completed,11-07-2016 00:00,10,1,0,11-07-2016 10:47,Morning,Demand,Supply,
574,City,82,Trip Completed,11-07-2016 00:00,10,58,0,11-07-2016 11:39,Morning,Demand,Supply,
936,Airport,82,Trip Completed,11-07-2016 00:00,18,28,0,11-07-2016 19:25,Evening,Demand,Supply,
1514,Airport,82,Trip Completed,12-07-2016 00:00,5,41,0,12-07-2016 06:18,Early Morning,Demand,Supply,
1656,City,82,Trip Completed,12-07-2016 00:00,7,26,0,12-07-2016 08:35,Morning,Demand,Supply,
2405,Airport,82,Trip Completed,12-07-2016 00:00,20,1,0,12-07-2016 20:53,Evening,Demand,Supply,
3372,Airport,82,Trip Completed,13-07-2016 00:00,14,3,18,13-07-2016 14:37,Afternoon,Demand,Supply,
4215,Airport,82,Trip Completed,14-07-2016 00:00,5,40,49,14-07-2016 06:38,Early Morning,Demand,Supply,
6486,City,82,Trip Completed,15-07-2016 00:00,20,26,16,15-07-2016 21:08,Evening,Demand,Supply,
520,City,83,Trip Completed,11-07-2016 00:00,9,47,0,11-07-2016 10:43,Morning,Demand,Supply,
1285,City,83,Trip Completed,11-07-2016 00:00,22,13,0,11-07-2016 23:17,Night,Demand,Supply,
3394,City,83,Trip Completed,13-07-2016 00:00,14,51,48,13-07-2016 15:32,Afternoon,Demand,Supply,
3520,City,83,Trip Completed,13-07-2016 00:00,17,43,14,13-07-2016 18:36,Afternoon,Demand,Supply,
4998,City,83,Trip Completed,14-07-2016 00:00,18,52,48,14-07-2016 20:04,Evening,Demand,Supply,
5377,City,83,Trip Completed,14-07-2016 00:00,23,42,2,15-07-2016 00:39,Night,Demand,Supply,
5759,City,83,Trip Completed,15-07-2016 00:00,8,16,35,15-07-2016 08:54,Morning,Demand,Supply,
422,City,84,Trip Completed,11-07-2016 00:00,8,42,0,11-07-2016 09:56,Morning,Demand,Supply,
578,Airport,84,Trip Completed,11-07-2016 00:00,11,3,0,11-07-2016 11:53,Morning,Demand,Supply,
3035,City,84,Trip Completed,13-07-2016 00:00,7,31,14,13-07-2016 08:47,Morning,Demand,Supply,
3728,Airport,84,Trip Completed,13-07-2016 00:00,20,3,7,13-07-2016 21:16,Evening,Demand,Supply,
4097,City,84,Trip Completed,14-07-2016 00:00,3,15,23,14-07-2016 04:05,Late Night,Demand,Supply,
5184,City,84,Trip Completed,14-07-2016 00:00,20,42,24,14-07-2016 21:49,Evening,Demand,Supply,
5404,City,84,Trip Completed,15-07-2016 00:00,1,12,58,15-07-2016 02:05,Late Night,Demand,Supply,
5525,Airport,84,Trip Completed,15-07-2016 00:00,5,18,23,15-07-2016 06:36,Early Morning,Demand,Supply,
6392,Airport,84,Trip Completed,15-07-2016 00:00,19,24,23,15-07-2016 20:31,Evening,Demand,Supply,
603,Airport,85,Trip Completed,11-07-2016 00:00,11,43,0,11-07-2016 12:56,Morning,Demand,Supply,
1956,City,85,Trip Completed,12-07-2016 00:00,11,45,0,12-07-2016 12:32,Morning,Demand,Supply,
2914,Airport,85,Trip Completed,13-07-2016 00:00,6,16,45,13-07-2016 06:51,Early Morning,Demand,Supply,
3434,Airport,85,Trip Completed,13-07-2016 00:00,16,7,30,13-07-2016 16:48,Afternoon,Demand,Supply,
3454,City,85,Trip Completed,13-07-2016 00:00,16,57,25,13-07-2016 18:07,Afternoon,Demand,Supply,
3809,City,85,Trip Completed,13-07-2016 00:00,20,58,30,13-07-2016 21:43,Evening,Demand,Supply,
3947,Airport,85,Trip Completed,13-07-2016 00:00,22,39,30,13-07-2016 23:15,Night,Demand,Supply,
4319,Airport,85,Trip Completed,14-07-2016 00:00,6,54,47,14-07-2016 08:09,Early Morning,Demand,Supply,
4716,City,85,Trip Completed,14-07-2016 00:00,13,36,45,14-07-2016 14:08,Afternoon,Demand,Supply,
5790,Airport,85,Trip Completed,15-07-2016 00:00,8,31,42,15-07-2016 09:40,Morning,Demand,Supply,
6205,Airport,85,Trip Completed,15-07-2016 00:00,17,26,43,15-07-2016 18:38,Afternoon,Demand,Supply,
6727,Airport,85,Trip Completed,15-07-2016 00:00,23,25,29,16-07-2016 00:19,Night,Demand,Supply,
51,City,86,Trip Completed,11-07-2016 00:00,3,34,0,11-07-2016 04:33,Late Night,Demand,Supply,
446,City,86,Trip Completed,11-07-2016 00:00,9,7,0,11-07-2016 10:08,Morning,Demand,Supply,
1252,City,86,Trip Completed,11-07-2016 00:00,21,51,0,11-07-2016 22:58,Night,Demand,Supply,
1380,Airport,86,Trip Completed,12-07-2016 00:00,1,1,0,12-07-2016 02:15,Late Night,Demand,Supply,
1638,City,86,Trip Completed,12-07-2016 00:00,7,15,0,12-07-2016 07:50,Morning,Demand,Supply,
2152,Airport,86,Trip Completed,12-07-2016 00:00,17,25,0,12-07-2016 17:55,Afternoon,Demand,Supply,
3125,City,86,Trip Completed,13-07-2016 00:00,8,45,44,13-07-2016 09:19,Morning,Demand,Supply,
3366,City,86,Trip Completed,13-07-2016 00:00,13,45,51,13-07-2016 14:34,Afternoon,Demand,Supply,
4632,Airport,86,Trip Completed,14-07-2016 00:00,11,21,39,14-07-2016 12:20,Morning,Demand,Supply,
5924,City,86,Trip Completed,15-07-2016 00:00,10,9,9,15-07-2016 10:47,Morning,Demand,Supply,
6133,Airport,86,Trip Completed,15-07-2016 00:00,15,43,8,15-07-2016 16:15,Afternoon,Demand,Supply,
6316,Airport,86,Trip Completed,15-07-2016 00:00,18,35,7,15-07-2016 19:07,Evening,Demand,Supply,
6609,City,86,Trip Completed,15-07-2016 00:00,21,44,29,15-07-2016 22:55,Night,Demand,Supply,
246,Airport,87,Trip Completed,11-07-2016 00:00,6,35,0,11-07-2016 07:10,Early Morning,Demand,Supply,
980,Airport,87,Trip Completed,11-07-2016 00:00,19,0,0,11-07-2016 20:15,Evening,Demand,Supply,
1677,City,87,Trip Completed,12-07-2016 00:00,7,38,0,12-07-2016 08:16,Morning,Demand,Supply,
4620,City,87,Trip Completed,14-07-2016 00:00,10,59,15,14-07-2016 12:14,Morning,Demand,Supply,
4848,Airport,87,Trip Completed,14-07-2016 00:00,17,33,47,14-07-2016 18:16,Afternoon,Demand,Supply,
5402,Airport,87,Trip Completed,15-07-2016 00:00,1,6,24,15-07-2016 01:48,Late Night,Demand,Supply,
5971,Airport,87,Trip Completed,15-07-2016 00:00,11,4,56,15-07-2016 11:47,Morning,Demand,Supply,
6113,City,87,Trip Completed,15-07-2016 00:00,15,15,3,15-07-2016 16:22,Afternoon,Demand,Supply,
6508,City,87,Trip Completed,15-07-2016 00:00,20,40,24,15-07-2016 21:39,Evening,Demand,Supply,
746,Airport,88,Trip Completed,11-07-2016 00:00,15,47,0,11-07-2016 16:34,Afternoon,Demand,Supply,
1488,Airport,88,Trip Completed,12-07-2016 00:00,5,31,0,12-07-2016 06:38,Early Morning,Demand,Supply,
1838,City,88,Trip Completed,12-07-2016 00:00,9,40,0,12-07-2016 10:10,Morning,Demand,Supply,
2839,Airport,88,Trip Completed,13-07-2016 00:00,5,20,59,13-07-2016 06:05,Early Morning,Demand,Supply,
4391,City,88,Trip Completed,14-07-2016 00:00,7,52,4,14-07-2016 09:02,Morning,Demand,Supply,
4701,City,88,Trip Completed,14-07-2016 00:00,13,9,42,14-07-2016 13:49,Afternoon,Demand,Supply,
5171,Airport,88,Trip Completed,14-07-2016 00:00,20,29,51,14-07-2016 21:35,Evening,Demand,Supply,
5962,City,88,Trip Completed,15-07-2016 00:00,10,48,38,15-07-2016 11:55,Morning,Demand,Supply,
6118,City,88,Trip Completed,15-07-2016 00:00,15,17,12,15-07-2016 16:19,Afternoon,Demand,Supply,
6450,City,88,Trip Completed,15-07-2016 00:00,20,1,9,15-07-2016 20:59,Evening,Demand,Supply,
257,Airport,89,Trip Completed,11-07-2016 00:00,6,38,0,11-07-2016 07:50,Early Morning,Demand,Supply,
708,Airport,89,Trip Completed,11-07-2016 00:00,14,16,0,11-07-2016 14:48,Afternoon,Demand,Supply,
891,Airport,89,Trip Completed,11-07-2016 00:00,18,10,0,11-07-2016 19:14,Evening,Demand,Supply,
1748,City,89,Trip Completed,12-07-2016 00:00,8,33,0,12-07-2016 09:14,Morning,Demand,Supply,
2625,City,89,Trip Completed,12-07-2016 00:00,22,9,0,12-07-2016 23:18,Night,Demand,Supply,
3989,City,89,Trip Completed,13-07-2016 00:00,23,21,15,14-07-2016 00:31,Night,Demand,Supply,
5285,Airport,89,Trip Completed,14-07-2016 00:00,21,42,42,14-07-2016 22:12,Night,Demand,Supply,
6461,City,89,Trip Completed,15-07-2016 00:00,20,12,18,15-07-2016 21:12,Evening,Demand,Supply,
1563,Airport,90,Trip Completed,12-07-2016 00:00,6,16,0,12-07-2016 07:32,Early Morning,Demand,Supply,
2207,Airport,90,Trip Completed,12-07-2016 00:00,17,56,0,12-07-2016 19:14,Afternoon,Demand,Supply,
2879,City,90,Trip Completed,13-07-2016 00:00,5,59,51,13-07-2016 06:50,Early Morning,Demand,Supply,
3644,Airport,90,Trip Completed,13-07-2016 00:00,19,8,59,13-07-2016 19:54,Evening,Demand,Supply,
3996,Airport,90,Trip Completed,13-07-2016 00:00,23,36,34,14-07-2016 00:35,Night,Demand,Supply,
4355,City,90,Trip Completed,14-07-2016 00:00,7,19,7,14-07-2016 07:59,Morning,Demand,Supply,
4758,City,90,Trip Completed,14-07-2016 00:00,15,26,32,14-07-2016 16:07,Afternoon,Demand,Supply,
6001,Airport,90,Trip Completed,15-07-2016 00:00,12,7,54,15-07-2016 13:18,Morning,Demand,Supply,
1181,Airport,91,Trip Completed,11-07-2016 00:00,21,4,0,11-07-2016 22:06,Night,Demand,Supply,
1297,City,91,Trip Completed,11-07-2016 00:00,22,22,0,11-07-2016 23:03,Night,Demand,Supply,
1429,City,91,Trip Completed,12-07-2016 00:00,4,41,0,12-07-2016 05:22,Early Morning,Demand,Supply,
2104,City,91,Trip Completed,12-07-2016 00:00,16,7,0,12-07-2016 17:04,Afternoon,Demand,Supply,
2736,City,91,Trip Completed,13-07-2016 00:00,2,43,10,13-07-2016 03:54,Late Night,Demand,Supply,
3615,City,91,Trip Completed,13-07-2016 00:00,18,56,23,13-07-2016 19:43,Evening,Demand,Supply,
4719,Airport,91,Trip Completed,14-07-2016 00:00,13,43,28,14-07-2016 14:46,Afternoon,Demand,Supply,
4748,City,91,Trip Completed,14-07-2016 00:00,15,3,23,14-07-2016 16:22,Afternoon,Demand,Supply,
870,City,92,Trip Completed,11-07-2016 00:00,17,57,0,11-07-2016 18:41,Afternoon,Demand,Supply,
2124,Airport,92,Trip Completed,12-07-2016 00:00,16,53,0,12-07-2016 17:31,Afternoon,Demand,Supply,
2457,Airport,92,Trip Completed,12-07-2016 00:00,20,31,0,12-07-2016 21:39,Evening,Demand,Supply,
2621,City,92,Trip Completed,12-07-2016 00:00,22,5,0,12-07-2016 22:58,Night,Demand,Supply,
3168,City,92,Trip Completed,13-07-2016 00:00,9,12,4,13-07-2016 10:08,Morning,Demand,Supply,
